time,open,high,low,close
2025-08-01T00:00:00Z,1945.0,1945.7858,1944.1772,1944.5494
2025-08-01T04:00:00Z,1944.5494,1945.9053,1943.9811,1944.2766
2025-08-01T08:00:00Z,1944.2766,1945.2987,1942.9904,1943.5314
2025-08-01T12:00:00Z,1943.5314,1944.7243,1942.0978,1942.694
2025-08-01T16:00:00Z,1942.694,1943.8848,1941.7029,1943.1457
2025-08-01T20:00:00Z,1943.1457,1944.1594,1942.4106,1943.219
2025-08-02T00:00:00Z,1943.219,1944.3252,1941.8834,1942.8196
2025-08-02T04:00:00Z,1942.8196,1943.8064,1941.4597,1943.1864
2025-08-02T08:00:00Z,1943.1864,1944.0013,1941.8235,1943.1392
2025-08-02T12:00:00Z,1943.1392,1944.4949,1942.2912,1942.5344
2025-08-02T16:00:00Z,1942.5344,1943.3074,1941.2356,1941.5679
2025-08-02T20:00:00Z,1941.5679,1942.4006,1940.6537,1941.8718
2025-08-03T00:00:00Z,1941.8718,1942.5448,1941.3465,1942.0741
2025-08-03T04:00:00Z,1942.0741,1943.3116,1941.5137,1942.0178
2025-08-03T08:00:00Z,1942.0178,1943.3975,1940.8256,1942.497
2025-08-03T12:00:00Z,1942.497,1943.8638,1941.0226,1942.4948
2025-08-03T16:00:00Z,1942.4948,1943.7928,1941.7143,1943.077
2025-08-03T20:00:00Z,1943.077,1944.4278,1942.264,1943.7591
2025-08-04T00:00:00Z,1943.7591,1945.1567,1942.6246,1942.9557
2025-08-04T04:00:00Z,1942.9557,1944.0248,1942.049,1943.7347
2025-08-04T08:00:00Z,1943.7347,1944.4893,1942.6536,1944.0356
2025-08-04T12:00:00Z,1944.0356,1944.7204,1942.8451,1943.4718
2025-08-04T16:00:00Z,1943.4718,1944.7936,1942.8548,1943.298
2025-08-04T20:00:00Z,1943.298,1944.5383,1942.0075,1942.7689
2025-08-05T00:00:00Z,1942.7689,1943.9099,1941.584,1942.5913
2025-08-05T04:00:00Z,1942.5913,1943.3322,1941.0978,1941.1668
2025-08-05T08:00:00Z,1941.1668,1941.7529,1940.0451,1940.8365
2025-08-05T12:00:00Z,1940.8365,1941.3856,1940.1629,1940.7677
2025-08-05T16:00:00Z,1940.7677,1941.2834,1939.9476,1940.5721
2025-08-05T20:00:00Z,1940.5721,1941.7647,1939.6002,1941.5618
2025-08-06T00:00:00Z,1941.5618,1942.9741,1940.84,1942.4557
2025-08-06T04:00:00Z,1942.4557,1943.7746,1940.9896,1941.8819
2025-08-06T08:00:00Z,1941.8819,1942.9367,1941.0389,1941.1944
2025-08-06T12:00:00Z,1941.1944,1942.1063,1940.2698,1941.1138
2025-08-06T16:00:00Z,1941.1138,1942.4715,1939.8389,1940.433
2025-08-06T20:00:00Z,1940.433,1941.0409,1939.038,1939.6778
2025-08-07T00:00:00Z,1939.6778,1940.7754,1938.9007,1940.1436
2025-08-07T04:00:00Z,1940.1436,1941.204,1939.5085,1940.5181
2025-08-07T08:00:00Z,1940.5181,1941.6036,1939.8714,1940.0865
2025-08-07T12:00:00Z,1940.0865,1940.8845,1939.35,1940.6396
2025-08-07T16:00:00Z,1940.6396,1941.4393,1939.9096,1940.2934
2025-08-07T20:00:00Z,1940.2934,1941.3999,1939.6004,1940.5257
2025-08-08T00:00:00Z,1940.5257,1941.3186,1939.7854,1941.0789
2025-08-08T04:00:00Z,1941.0789,1941.8741,1940.0401,1941.7627
2025-08-08T08:00:00Z,1941.7627,1943.1433,1940.6915,1940.7785
2025-08-08T12:00:00Z,1940.7785,1941.8935,1939.5403,1941.7843
2025-08-08T16:00:00Z,1941.7843,1942.3432,1940.6828,1942.3416
2025-08-08T20:00:00Z,1942.3416,1943.1713,1941.4466,1941.8611
2025-08-09T00:00:00Z,1941.8611,1943.3051,1940.65,1941.9591
2025-08-09T04:00:00Z,1941.9591,1943.2641,1940.6739,1941.1635
2025-08-09T08:00:00Z,1941.1635,1942.4438,1940.1783,1941.9885
2025-08-09T12:00:00Z,1941.9885,1943.4537,1940.8727,1941.4818
2025-08-09T16:00:00Z,1941.4818,1942.7611,1940.3784,1940.7318
2025-08-09T20:00:00Z,1940.7318,1941.2831,1939.504,1939.9409
2025-08-10T00:00:00Z,1939.9409,1941.228,1938.6065,1939.2068
2025-08-10T04:00:00Z,1939.2068,1939.8843,1938.213,1939.3904
2025-08-10T08:00:00Z,1939.3904,1940.5595,1938.5369,1939.2776
2025-08-10T12:00:00Z,1939.2776,1940.4063,1938.6765,1939.2815
2025-08-10T16:00:00Z,1939.2815,1940.094,1938.0442,1940.0838
2025-08-10T20:00:00Z,1940.0838,1940.9575,1939.2083,1939.3711
2025-08-11T00:00:00Z,1939.3711,1940.3273,1938.7287,1939.0743
2025-08-11T04:00:00Z,1939.0743,1939.9366,1937.8365,1939.6731
2025-08-11T08:00:00Z,1939.6731,1940.9177,1938.7293,1939.6906
2025-08-11T12:00:00Z,1939.6906,1940.7476,1938.9854,1938.99
2025-08-11T16:00:00Z,1938.99,1940.0075,1937.7017,1939.2795
2025-08-11T20:00:00Z,1939.2795,1940.29,1937.8034,1938.6441
2025-08-12T00:00:00Z,1938.6441,1940.0965,1937.3448,1937.7985
2025-08-12T04:00:00Z,1937.7985,1938.5075,1936.5926,1938.0139
2025-08-12T08:00:00Z,1938.0139,1938.9167,1937.4231,1938.8066
2025-08-12T12:00:00Z,1938.8066,1939.3753,1937.5247,1937.9663
2025-08-12T16:00:00Z,1937.9663,1939.0439,1936.6737,1937.7918
2025-08-12T20:00:00Z,1937.7918,1938.3514,1936.7067,1937.3668
2025-08-13T00:00:00Z,1937.3668,1938.3992,1936.3741,1937.3873
2025-08-13T04:00:00Z,1937.3873,1938.0271,1936.6496,1937.9147
2025-08-13T08:00:00Z,1937.9147,1938.8656,1937.0585,1938.3932
2025-08-13T12:00:00Z,1938.3932,1938.9361,1937.3921,1937.4238
2025-08-13T16:00:00Z,1937.4238,1938.7892,1936.6471,1937.8827
2025-08-13T20:00:00Z,1937.8827,1938.787,1936.6699,1938.4565
2025-08-14T00:00:00Z,1938.4565,1939.6743,1937.3565,1937.6312
2025-08-14T04:00:00Z,1937.6312,1938.7905,1936.9049,1938.1437
2025-08-14T08:00:00Z,1938.1437,1938.9665,1937.0454,1938.4517
2025-08-14T12:00:00Z,1938.4517,1939.6181,1937.5598,1939.4742
2025-08-14T16:00:00Z,1939.4742,1940.9474,1938.8133,1939.7897
2025-08-14T20:00:00Z,1939.7897,1940.864,1939.0179,1939.8545
2025-08-15T00:00:00Z,1939.8545,1940.6721,1938.3663,1939.279
2025-08-15T04:00:00Z,1939.279,1940.6668,1938.7597,1939.1675
2025-08-15T08:00:00Z,1939.1675,1940.1335,1938.0891,1938.5626
2025-08-15T12:00:00Z,1938.5626,1940.0069,1937.4939,1937.8531
2025-08-15T16:00:00Z,1937.8531,1939.1523,1936.3803,1937.8621
2025-08-15T20:00:00Z,1937.8621,1939.2825,1936.8838,1937.8312
2025-08-16T00:00:00Z,1937.8312,1939.0343,1937.2242,1937.4784
2025-08-16T04:00:00Z,1937.4784,1938.7148,1936.5089,1936.6914
2025-08-16T08:00:00Z,1936.6914,1937.3533,1935.5123,1935.7683
2025-08-16T12:00:00Z,1935.7683,1937.2165,1935.0079,1936.1796
2025-08-16T16:00:00Z,1936.1796,1937.4972,1935.2414,1937.4479
2025-08-16T20:00:00Z,1937.4479,1938.9335,1936.8296,1937.9188
2025-08-17T00:00:00Z,1937.9188,1938.4719,1937.1985,1937.6313
2025-08-17T04:00:00Z,1937.6313,1938.9598,1937.0983,1938.7436
2025-08-17T08:00:00Z,1938.7436,1939.4218,1937.5748,1938.5817
2025-08-17T12:00:00Z,1938.5817,1939.9107,1937.2839,1938.2816
2025-08-17T16:00:00Z,1938.2816,1939.0619,1937.4191,1938.9806
2025-08-17T20:00:00Z,1938.9806,1940.2478,1938.1199,1939.8383
2025-08-18T00:00:00Z,1939.8383,1940.9617,1938.7442,1940.7178
2025-08-18T04:00:00Z,1940.7178,1941.4784,1939.9739,1940.3637
2025-08-18T08:00:00Z,1940.3637,1940.9199,1939.0019,1939.6954
2025-08-18T12:00:00Z,1939.6954,1940.6078,1938.8628,1939.0166
2025-08-18T16:00:00Z,1939.0166,1939.5642,1937.7938,1938.1435
2025-08-18T20:00:00Z,1938.1435,1939.3922,1936.9667,1937.2125
2025-08-19T00:00:00Z,1937.2125,1937.7172,1936.1786,1936.6737
2025-08-19T04:00:00Z,1936.6737,1937.2313,1935.3587,1936.313
2025-08-19T08:00:00Z,1936.313,1937.7334,1935.0997,1936.5477
2025-08-19T12:00:00Z,1936.5477,1937.9077,1935.5796,1936.213
2025-08-19T16:00:00Z,1936.213,1936.8101,1935.5676,1935.9561
2025-08-19T20:00:00Z,1935.9561,1936.8944,1935.4055,1936.2154
2025-08-20T00:00:00Z,1936.2154,1936.7928,1935.5672,1935.9083
2025-08-20T04:00:00Z,1935.9083,1936.5555,1935.1206,1935.1732
2025-08-20T08:00:00Z,1935.1732,1935.8661,1934.1816,1935.6003
2025-08-20T12:00:00Z,1935.6003,1936.5481,1934.412,1934.626
2025-08-20T16:00:00Z,1934.626,1935.3774,1934.0515,1935.288
2025-08-20T20:00:00Z,1935.288,1936.4605,1934.4501,1935.6638
2025-08-21T00:00:00Z,1935.6638,1937.0289,1934.3818,1936.3575
2025-08-21T04:00:00Z,1936.3575,1937.4174,1935.828,1937.1288
2025-08-21T08:00:00Z,1937.1288,1938.0754,1936.3485,1937.3345
2025-08-21T12:00:00Z,1937.3345,1938.1389,1936.0727,1936.9728
2025-08-21T16:00:00Z,1936.9728,1937.6983,1935.876,1936.459
