time,open,high,low,close
2025-08-01T00:00:00Z,1945.0,1946.3224,1944.4427,1945.8549
2025-08-01T00:30:00Z,1945.8549,1946.8681,1944.7897,1946.799
2025-08-01T01:00:00Z,1946.799,1948.2628,1945.3137,1947.789
2025-08-01T01:30:00Z,1947.789,1949.0317,1947.1871,1947.4067
2025-08-01T02:00:00Z,1947.4067,1948.6316,1946.0761,1947.7654
2025-08-01T02:30:00Z,1947.7654,1948.9944,1946.5601,1946.7502
2025-08-01T03:00:00Z,1946.7502,1947.8044,1946.039,1946.5389
2025-08-01T03:30:00Z,1946.5389,1947.6632,1945.4916,1947.5215
2025-08-01T04:00:00Z,1947.5215,1948.1016,1946.1809,1946.5937
2025-08-01T04:30:00Z,1946.5937,1947.9435,1945.4315,1945.8256
2025-08-01T05:00:00Z,1945.8256,1946.6182,1945.1193,1945.4623
2025-08-01T05:30:00Z,1945.4623,1946.5485,1944.3212,1946.2739
2025-08-01T06:00:00Z,1946.2739,1947.6803,1945.2237,1946.5822
2025-08-01T06:30:00Z,1946.5822,1947.2512,1945.1037,1946.8848
2025-08-01T07:00:00Z,1946.8848,1948.159,1946.1066,1946.159
2025-08-01T07:30:00Z,1946.159,1947.5824,1945.1356,1945.4334
2025-08-01T08:00:00Z,1945.4334,1946.832,1944.8216,1946.0818
2025-08-01T08:30:00Z,1946.0818,1947.49,1944.9413,1945.0086
2025-08-01T09:00:00Z,1945.0086,1946.3138,1944.028,1944.2951
2025-08-01T09:30:00Z,1944.2951,1945.2188,1942.861,1944.1578
2025-08-01T10:00:00Z,1944.1578,1945.3399,1943.2644,1943.9911
2025-08-01T10:30:00Z,1943.9911,1945.3635,1942.7451,1943.5977
2025-08-01T11:00:00Z,1943.5977,1944.6524,1942.707,1943.3404
2025-08-01T11:30:00Z,1943.3404,1944.1743,1942.2707,1942.483
2025-08-01T12:00:00Z,1942.483,1943.6866,1941.5488,1943.2342
2025-08-01T12:30:00Z,1943.2342,1944.6125,1942.1114,1943.8996
2025-08-01T13:00:00Z,1943.8996,1945.0061,1943.3937,1944.3357
2025-08-01T13:30:00Z,1944.3357,1945.3831,1943.1183,1945.0815
2025-08-01T14:00:00Z,1945.0815,1946.1891,1943.6972,1945.508
2025-08-01T14:30:00Z,1945.508,1946.1129,1944.1311,1944.4712
2025-08-01T15:00:00Z,1944.4712,1945.2606,1943.8209,1944.7429
2025-08-01T15:30:00Z,1944.7429,1946.0349,1943.6516,1945.1675
2025-08-01T16:00:00Z,1945.1675,1946.5694,1944.6455,1945.6145
2025-08-01T16:30:00Z,1945.6145,1947.0504,1944.5388,1944.6488
2025-08-01T17:00:00Z,1944.6488,1945.403,1943.6948,1944.645
2025-08-01T17:30:00Z,1944.645,1945.9017,1943.4999,1944.053
2025-08-01T18:00:00Z,1944.053,1945.0114,1943.1635,1943.9626
2025-08-01T18:30:00Z,1943.9626,1945.2969,1942.4932,1942.8172
2025-08-01T19:00:00Z,1942.8172,1943.5631,1941.7847,1942.4045
2025-08-01T19:30:00Z,1942.4045,1943.4537,1941.6261,1943.1105
2025-08-01T20:00:00Z,1943.1105,1944.3273,1942.1799,1943.1198
2025-08-01T20:30:00Z,1943.1198,1944.4797,1941.7114,1943.414
2025-08-01T21:00:00Z,1943.414,1944.6036,1942.9031,1942.921
2025-08-01T21:30:00Z,1942.921,1943.9183,1942.2844,1942.3076
2025-08-01T22:00:00Z,1942.3076,1943.4892,1941.5657,1941.5695
2025-08-01T22:30:00Z,1941.5695,1942.377,1940.2778,1940.4528
2025-08-01T23:00:00Z,1940.4528,1941.2709,1939.6125,1940.5599
2025-08-01T23:30:00Z,1940.5599,1941.5083,1939.3851,1941.4711
2025-08-02T00:00:00Z,1941.4711,1942.1583,1940.1093,1940.9835
2025-08-02T00:30:00Z,1940.9835,1941.8462,1940.3236,1941.0929
2025-08-02T01:00:00Z,1941.0929,1942.5203,1940.1326,1940.3059
2025-08-02T01:30:00Z,1940.3059,1941.0826,1939.2613,1940.8915
2025-08-02T02:00:00Z,1940.8915,1941.4331,1939.8819,1940.1581
2025-08-02T02:30:00Z,1940.1581,1940.6931,1939.0438,1940.0936
2025-08-02T03:00:00Z,1940.0936,1941.5781,1938.9706,1938.9942
2025-08-02T03:30:00Z,1938.9942,1939.6175,1937.6149,1938.804
2025-08-02T04:00:00Z,1938.804,1939.5941,1937.4635,1937.9835
2025-08-02T04:30:00Z,1937.9835,1938.9824,1936.7377,1936.8662
2025-08-02T05:00:00Z,1936.8662,1938.2971,1936.3347,1937.6276
2025-08-02T05:30:00Z,1937.6276,1938.9285,1936.3506,1937.6234
2025-08-02T06:00:00Z,1937.6234,1938.6183,1936.1619,1937.6805
2025-08-02T06:30:00Z,1937.6805,1938.5835,1936.358,1938.2427
2025-08-02T07:00:00Z,1938.2427,1939.1543,1936.9958,1938.9987
2025-08-02T07:30:00Z,1938.9987,1940.4452,1938.4818,1938.6618
2025-08-02T08:00:00Z,1938.6618,1939.7818,1937.8709,1939.7209
2025-08-02T08:30:00Z,1939.7209,1940.4404,1938.8566,1938.9883
2025-08-02T09:00:00Z,1938.9883,1940.3965,1938.4702,1939.8454
2025-08-02T09:30:00Z,1939.8454,1941.2478,1939.1195,1940.6388
2025-08-02T10:00:00Z,1940.6388,1941.7545,1939.7273,1940.963
2025-08-02T10:30:00Z,1940.963,1941.8638,1940.2656,1940.7265
2025-08-02T11:00:00Z,1940.7265,1941.5013,1940.1764,1940.2521
2025-08-02T11:30:00Z,1940.2521,1941.5344,1939.0394,1939.8595
2025-08-02T12:00:00Z,1939.8595,1940.991,1939.0094,1939.3607
2025-08-02T12:30:00Z,1939.3607,1940.649,1938.3773,1939.8694
2025-08-02T13:00:00Z,1939.8694,1940.7611,1939.187,1939.283
2025-08-02T13:30:00Z,1939.283,1940.2283,1938.222,1938.6958
2025-08-02T14:00:00Z,1938.6958,1940.0064,1937.4435,1937.9653
2025-08-02T14:30:00Z,1937.9653,1939.4631,1937.2883,1937.5272
2025-08-02T15:00:00Z,1937.5272,1938.6833,1936.3806,1937.9863
2025-08-02T15:30:00Z,1937.9863,1938.8671,1937.1947,1937.8769
2025-08-02T16:00:00Z,1937.8769,1939.3698,1937.0776,1937.1142
2025-08-02T16:30:00Z,1937.1142,1938.2424,1936.4861,1937.0273
2025-08-02T17:00:00Z,1937.0273,1937.9132,1936.4169,1936.4762
2025-08-02T17:30:00Z,1936.4762,1937.395,1935.303,1937.3572
2025-08-02T18:00:00Z,1937.3572,1938.6995,1936.8218,1938.3741
2025-08-02T18:30:00Z,1938.3741,1939.2153,1937.4493,1938.8453
2025-08-02T19:00:00Z,1938.8453,1940.0497,1938.1045,1939.678
2025-08-02T19:30:00Z,1939.678,1940.4008,1938.656,1938.852
2025-08-02T20:00:00Z,1938.852,1939.5188,1938.0264,1938.9116
2025-08-02T20:30:00Z,1938.9116,1939.8271,1938.1389,1939.1629
2025-08-02T21:00:00Z,1939.1629,1939.9705,1938.0032,1938.0325
2025-08-02T21:30:00Z,1938.0325,1939.2128,1937.3426,1939.0472
2025-08-02T22:00:00Z,1939.0472,1939.7454,1938.0897,1939.1125
2025-08-02T22:30:00Z,1939.1125,1940.5199,1937.8388,1938.4355
2025-08-02T23:00:00Z,1938.4355,1939.4847,1937.4336,1937.5019
2025-08-02T23:30:00Z,1937.5019,1938.9045,1936.7084,1936.719
2025-08-03T00:00:00Z,1936.719,1937.2197,1936.0178,1936.2391
2025-08-03T00:30:00Z,1936.2391,1937.0707,1934.8048,1936.3583
